id,title,community,years,housetype,square,floor,taxtype,totalPrice,unitPrice,followInfo
13537,小取灯胡同 东西三居室 独立小院管理好 诚售,小取灯胡同8号院,底层(共3层)1992年建板楼,3室1厅,77.59平米,底层(共3层)1992年建板楼,距离6号线南锣鼓巷站726米房本满五年,1050,135327,20人关注 / 共0次带看 / 20天以前发布
13538,德式圆街 东北一居 二次装修 现代风格 中间层 临坝河,阳光上东,低楼层(共31层)2005年建塔楼,1室1厅,89.52平米,低楼层(共31层)2005年建塔楼,距离14号线(东段)将台站982米房本满两年,780,87132,14人关注 / 共3次带看 / 20天以前发布
13539,房子是正规三居室，南北通透 满5年唯一商品房房主自荐,西三环北路82号院,底层(共6层)1982年建板楼,3室1厅,67.3平米,底层(共6层)1982年建板楼,距离6号线花园桥站760米房本满五年,750,111442,13人关注 / 共4次带看 / 20天以前发布
13540,满五年唯一  业主稳定出售  看房方便,南湖东园一区,中楼层(共7层)1998年建板楼,2室2厅,108.53平米,中楼层(共7层)1998年建板楼,距离15号线望京站1043米房本满五年,730,67263,9人关注 / 共9次带看 / 20天以前发布
13541,建西苑带电梯两居 南北通透 07年房 落地窗 采光充足,建西苑北里,高楼层(共14层)2007年建板塔结合,2室1厅,91.77平米,高楼层(共14层)2007年建板塔结合,房本满五年,550,59933,12人关注 / 共7次带看 / 20天以前发布
13542,世纪村东区正规南北通透三居室 两卧朝南 一卧朝北,世纪村东区,底层(共6层)1996年建板楼,3室1厅,102.2平米,底层(共6层)1996年建板楼,距离15号线关庄站786米房本满五年随时看房,750,73386,34人关注 / 共79次带看 / 19天以前发布
13543,晨月园精装修两居，不临街，噪音小,晨月园,底层(共17层)2007年建塔楼,2室1厅,81.84平米,底层(共17层)2007年建塔楼,距离10号线长春桥站1018米房本满两年,780,95308,6人关注 / 共0次带看 / 20天以前发布
13544,全明户型东西向三居室 格局方正 中间楼层,地藏庵,低楼层(共6层)1983年建板楼,3室1厅,75.1平米,低楼层(共6层)1983年建板楼,距离1号线南礼士路站670米房本满五年随时看房,768,102264,53人关注 / 共54次带看 / 20天以前发布
13545,八里庄东里 2室1厅 332万,八里庄东里,中楼层(共6层)1985年建板楼,2室1厅,60.44平米,中楼层(共6层)1985年建板楼,距离6号线十里堡站810米房本满五年,332,54931,63人关注 / 共4次带看 / 19天以前发布
13546,金隅景和园 精装一居室 看房方便 诚心出售,金隅景和园,底层(共21层)2011年建板塔结合,1室1厅,61.43平米,底层(共21层)2011年建板塔结合,房本满五年,290,47209,27人关注 / 共3次带看 / 19天以前发布
13547,焦各庄街2号院 2室1厅 335万,焦各庄街2号院,中楼层(共11层)2011年建板塔结合,2室1厅,92.88平米,中楼层(共11层)2011年建板塔结合,,335,36069,11人关注 / 共2次带看 / 20天以前发布
13548,正规两居室，视野好能看见星河湾公园，高楼层无遮挡,富华家园,顶层(共24层)2000年建塔楼,2室1厅,86.22平米,顶层(共24层)2000年建塔楼,距离6号线青年路站1063米房本满五年,410,47553,8人关注 / 共5次带看 / 19天以前发布
13549,京通苑 1室1厅 305万,京通苑,高楼层(共24层)1998年建塔楼,1室1厅,71.27平米,高楼层(共24层)1998年建塔楼,距离八通线管庄站735米房本满五年,305,42796,62人关注 / 共7次带看 / 20天以前发布
13550,龙腾苑六区 3层3居室南北通透 小区中间位置,龙腾苑六区,中楼层(共6层)2002年建板楼,3室1厅,118.02平米,中楼层(共6层)2002年建板楼,距离13号线回龙观站686米房本满五年随时看房,530,44908,20人关注 / 共38次带看 / 20天以前发布
13551,精装自住，满五年唯一商品房，小区中间位置，诚心出售,矩阵一期,顶层(共6层)1998年建板楼,3室1厅,117.92平米,顶层(共6层)1998年建板楼,距离8号线回龙观东大街站885米房本满五年,535,45370,6人关注 / 共1次带看 / 20天以前发布
13552,不临街，客厅、次卧朝南，主卧东南，有钥匙,嘉润花园,低楼层(共28层)2001年建塔楼,2室1厅,114.15平米,低楼层(共28层)2001年建塔楼,距离14号线(东段)望京南站370米房本满五年随时看房,730,63951,28人关注 / 共26次带看 / 19天以前发布
13553,西环里35号院房龄新，小院别致清静，适宜居住,西环里35号院,低楼层(共6层)1999年建板楼,3室1厅,104.93平米,低楼层(共6层)1999年建板楼,房本满两年,360,34309,4人关注 / 共1次带看 / 20天以前发布
13554,房子满五年南北通透，距离8号线霍营站1088米,轮胎厂宿舍,中楼层(共6层)1995年建板楼,2室1厅,58.2平米,中楼层(共6层)1995年建板楼,距离8号线霍营站1088米房本满五年,365,62715,43人关注 / 共3次带看 / 20天以前发布
13555,臻园南北两居室业主稳定出售，看房随时，价钱可以商量,臻园,低楼层(共18层)2014年建板楼,2室1厅,89.95平米,低楼层(共18层)2014年建板楼,,950,105615,15人关注 / 共2次带看 / 19天以前发布
13556,果园地铁 雅丽世居 南北通透两居室 满五唯一 电梯房,雅丽世居,低楼层(共18层)2005年建板楼,2室1厅,93.35平米,低楼层(共18层)2005年建板楼,距离八通线果园站528米房本满五年随时看房,410,43921,54人关注 / 共24次带看 / 20天以前发布
13557,板楼观花园 南向带燃气开间 原值高 只有契税,CBD传奇,低楼层(共20层)2008年建板塔结合,1室0厅,45.88平米,低楼层(共20层)2008年建板塔结合,距离7号线九龙山站1106米房本满两年,388,84569,11人关注 / 共0次带看 / 19天以前发布
13558,农林科学院宿舍 板楼社区 满五年公房 3居室复式！,农林科学院宿舍,顶层(共6层)2004年建板楼,3室2厅,104.2平米,顶层(共6层)2004年建板楼,距离10号线车道沟站1024米房本满五年随时看房,1060,101728,15人关注 / 共5次带看 / 20天以前发布
13559,三四零一 军工品质 诚意出售 公摊小,太平街甲乙18号院,高楼层(共6层)1999年建板楼,2室1厅,66.21平米,高楼层(共6层)1999年建板楼,房本满两年,596,90017,78人关注 / 共20次带看 / 20天以前发布
13560,龙潭湖畔05年商品房社区精致三居,左安漪园,中楼层(共15层)2004年建塔楼,3室1厅,112.47平米,中楼层(共15层)2004年建塔楼,距离14号线(东段)方庄站829米房本满五年,910,80911,79人关注 / 共9次带看 / 20天以前发布
13561,富润家园 东北向大两居 格局方正 无遮挡 采光充足,富润家园,低楼层(共18层)2000年建塔楼,2室1厅,88.85平米,低楼层(共18层)2000年建塔楼,距离15号线六道口站255米房本满五年,760,85538,11人关注 / 共3次带看 / 20天以前发布
13562,华清嘉园 1室0厅 769万,华清嘉园,底层(共19层)2002年建塔楼,1室0厅,69.16平米,底层(共19层)2002年建塔楼,,769,111192,10人关注 / 共1次带看 / 20天以前发布
13563,小区中间位置+南北向+四层+业主诚心卖,风雅园一区,中楼层(共6层)2000年建板楼,2室1厅,91.65平米,中楼层(共6层)2000年建板楼,距离8号线育知路站859米房本满五年,385,42008,36人关注 / 共3次带看 / 20天以前发布
13564,南北通透两居室，户型方正，无浪费面积，精装修,亚奥金茂悦,中楼层(共18层)2013年建板楼,2室1厅,103.39平米,中楼层(共18层)2013年建板楼,随时看房,878,84922,35人关注 / 共17次带看 / 19天以前发布
13565,西二环边 立恒名苑 东南朝向 带电梯 满五年,立恒名苑,低楼层(共23层)2002年建塔楼,2室1厅,176.2平米,低楼层(共23层)2002年建塔楼,房本满五年,1200,68105,12人关注 / 共1次带看 / 20天以前发布
13566,酒仙桥 宏源公寓 精装三居 满五年 看房方便,宏源公寓,中楼层(共22层)2001年建塔楼,3室1厅,108.63平米,中楼层(共22层)2001年建塔楼,房本满五年,630,57996,17人关注 / 共4次带看 / 19天以前发布
13567,满五年北京地区仅此一套 中间楼层视野好,永泰园,中楼层(共30层)2002年建塔楼,3室2厅,129.91平米,中楼层(共30层)2002年建塔楼,距离8号线永泰庄站709米房本满五年,760,58503,54人关注 / 共8次带看 / 20天以前发布
13568,海淀区 2003年 电梯房大两居 户型方正 采光好 精装修房主自荐,海天中心,高楼层(共21层)2001年建塔楼,2室1厅,113.37平米,高楼层(共21层)2001年建塔楼,距离9号线北京西站站613米房本满五年,850,74976,22人关注 / 共13次带看 / 20天以前发布
13569,财满街财经中心 1室1厅 400万,财满街财经中心,高楼层(共11层)2005年建塔楼,1室1厅,131.48平米,高楼层(共11层)2005年建塔楼,房本满两年随时看房,400,30423,8人关注 / 共0次带看 / 19天以前发布
13570,央产房    精装修 一层带小院房主自荐,东皇城根北街40号院,底层(共6层)1986年建板楼,3室1厅,57.07平米,底层(共6层)1986年建板楼,距离5号线东四站829米,850,148940,45人关注 / 共27次带看 / 20天以前发布
13571,新外大街甲25号院 2室1厅 590万,新外大街甲25号院,顶层(共16层)1986年建塔楼,2室1厅,60.8平米,顶层(共16层)1986年建塔楼,距离2号线积水潭站847米房本满五年,590,97040,2人关注 / 共4次带看 / 20天以前发布
13572,刚需小户型灵动空间 南向带电梯城铁旁房主自荐,雅丽世居,低楼层(共18层)2005年建板楼,1室1厅,51.27平米,低楼层(共18层)2005年建板楼,距离八通线果园站528米房本满五年,265,51688,48人关注 / 共24次带看 / 20天以前发布
13573,正南向两局  户型合理 采光好   没有浪费的面积,和平里一区,低楼层(共11层)1990年建板塔结合,2室1厅,58.39平米,低楼层(共11层)1990年建板塔结合,距离5号线和平里北街站395米,575,98476,36人关注 / 共10次带看 / 20天以前发布
13574,东西通透一居 中高层 两梯三户 2016年装修 可给周期,美利山,高楼层(共18层)2009年建板塔结合,1室1厅,63.09平米,高楼层(共18层)2009年建板塔结合,距离7号线百子湾站919米,410,64987,18人关注 / 共6次带看 / 20天以前发布
13575,全南向开间 中间楼层 采光好无遮挡,富力又一城C区,低楼层(共18层)2009年建板楼,1室0厅,46.87平米,低楼层(共18层)2009年建板楼,房本满五年,290,61874,14人关注 / 共0次带看 / 20天以前发布
13576,二期，高层，阳光充足，无遮挡，装修好,朝阳园,高楼层(共31层)2003年建塔楼,3室2厅,143.49平米,高楼层(共31层)2003年建塔楼,距离6号线青年路站812米房本满两年,950,66207,8人关注 / 共6次带看 / 19天以前发布
13577,花园社区 精装两居 全明格局 随时签约 采光视野好房主自荐,华贸城,顶层(共27层)2014年建板楼,2室2厅,94.23平米,顶层(共27层)2014年建板楼,距离13号线北苑站956米房本满两年,760,80654,35人关注 / 共5次带看 / 20天以前发布
13578,西坝河 1994年独立院落 带客厅两居室,西坝河西里,高楼层(共6层)1994年建板楼,2室1厅,63.77平米,高楼层(共6层)1994年建板楼,距离13号线光熙门站980米,440,68998,17人关注 / 共0次带看 / 20天以前发布
13579,北纬40度一期 2室1厅 740万,北纬40度一期,中楼层(共29层)2008年建板楼,2室1厅,89.19平米,中楼层(共29层)2008年建板楼,距离14号线(东段)来广营站649米房本满五年随时看房,740,82969,32人关注 / 共26次带看 / 19天以前发布
13580,二期，精装大两居，对花园，景观花园水系,朝阳园,中楼层(共31层)2003年建塔楼,2室2厅,109.23平米,中楼层(共31层)2003年建塔楼,距离6号线青年路站812米房本满五年,685,62712,12人关注 / 共12次带看 / 19天以前发布
13581,南北双通透   高层观景   户型方正房主自荐,亮马嘉园,顶层(共18层)2003年建板塔结合,3室2厅,113.95平米,顶层(共18层)2003年建板塔结合,房本满五年,760,66696,84人关注 / 共15次带看 / 19天以前发布
13582,东城区，琉璃井路，62.12平米，东北向正规两居,琉璃井路,底层(共12层)1987年建板塔结合,2室1厅,62.12平米,底层(共12层)1987年建板塔结合,距离14号线(东段)永定门外站105米房本满五年,470,75661,9人关注 / 共1次带看 / 20天以前发布
13583,推荐！西四环2000年商品房 不临街 小区人车分流,百朗园,中楼层(共16层)2000年建板塔结合,1室1厅,69.49平米,中楼层(共16层)2000年建板塔结合,房本满五年,485,69795,26人关注 / 共1次带看 / 20天以前发布
13584,小区中间位置 满五年 业主自住 精装修房主自荐,天鑫家园,中楼层(共6层)2003年建板楼,1室1厅,67.32平米,中楼层(共6层)2003年建板楼,距离8号线回龙观东大街站1148米房本满五年,375,55705,30人关注 / 共26次带看 / 20天以前发布
13585,海赋国际 精装复式采光好无遮挡,海赋国际,低楼层(共14层)2005年建板塔结合,2室1厅,143.6平米,低楼层(共14层)2005年建板塔结合,距离6号线白石桥南站587米房本满五年,1500,104457,9人关注 / 共0次带看 / 20天以前发布
13586,苹果南区满五唯一南向两居室 随时签约,苹果社区南区,中楼层(共22层)2005年建板塔结合,2室1厅,96.06平米,中楼层(共22层)2005年建板塔结合,距离7号线九龙山站933米房本满五年,800,83282,32人关注 / 共0次带看 / 20天以前发布
13587,北洼西里高楼层三室两厅公房性质，房本满五年诚心出售房主自荐,北洼西里,高楼层(共18层)1996年建塔楼,3室2厅,102平米,高楼层(共18层)1996年建塔楼,房本满五年,900,88236,35人关注 / 共1次带看 / 20天以前发布
13588,平原里小区 2室1厅 585万,平原里小区,高楼层(共9层)1999年建板楼,2室1厅,61.85平米,高楼层(共9层)1999年建板楼,距离4号线陶然亭站680米房本满五年,585,94584,24人关注 / 共2次带看 / 20天以前发布
13589,南北通透 正规三居 自住装修 直接入住,建材城东二里,中楼层(共6层)1999年建板楼,3室1厅,70.47平米,中楼层(共6层)1999年建板楼,房本满两年,429,60877,29人关注 / 共8次带看 / 20天以前发布
13590,紫竹桥 东南2居 不临街 满5年唯一,紫竹院小区,低楼层(共14层)1999年建塔楼,2室1厅,63.65平米,低楼层(共14层)1999年建塔楼,距离10号线车道沟站1065米,541,84997,29人关注 / 共15次带看 / 20天以前发布
13591,郁花园三里南北通透两居小区中间位置不临街不把边,郁花园三里,高楼层(共16层)2009年建板楼,2室1厅,90.65平米,高楼层(共16层)2009年建板楼,距离4号线高米店北站554米房本满五年随时看房,468,51628,26人关注 / 共12次带看 / 20天以前发布
